road,count
宜蘭縣員山鄉深洲路,91
宜蘭縣宜蘭市林森路,91
宜蘭縣五結鄉親河路二段,89
宜蘭縣宜蘭市縣民大道,88
宜蘭縣礁溪鄉礁溪路六段,86
宜蘭縣羅東鎮純精路一段,85
宜蘭縣五結鄉二結路,85
宜蘭縣蘇澳鎮台9,84
宜蘭縣羅東鎮復興路三段,83
宜蘭縣宜蘭市舊城東路,81
宜蘭縣三星鄉三星路二段,81
宜蘭縣礁溪鄉大忠路,81
宜蘭縣蘇澳鎮蘇港路,80
宜蘭縣羅東鎮純精路三段,79
宜蘭縣羅東鎮站東路,78
宜蘭縣礁溪鄉中山路二段,77
宜蘭縣南澳鄉台9線,77
宜蘭縣五結鄉五結中路二段,76
宜蘭縣羅東鎮復興路二段,75
宜蘭縣宜蘭市大坡路一段,75
宜蘭縣宜蘭市宜興路1段,75
宜蘭縣蘇澳鎮中山路二段,74
宜蘭縣羅東鎮南昌街,74
宜蘭縣頭城鎮新興路,72
宜蘭縣三星鄉大洲路,72
宜蘭縣宜蘭市舊城西路,72
宜蘭縣冬山鄉永興路二段,71
宜蘭縣壯圍鄉壯五路,70
宜蘭縣頭城鎮三和路,70
宜蘭縣宜蘭市文昌路,69
宜蘭縣員山鄉員山路1段,69
宜蘭縣五結鄉五結路二段,68
宜蘭縣宜蘭市環市東路三段,68
宜蘭縣冬山鄉冬山路,68
宜蘭縣蘇澳鎮大同路,68
宜蘭縣壯圍鄉大福路三段,66
宜蘭縣員山鄉惠民路,66
宜蘭縣頭城鎮青雲路一段,66
宜蘭縣礁溪鄉礁溪路七段,66
宜蘭縣冬山鄉梅花路,65
宜蘭縣五結鄉191甲線,65
宜蘭縣宜蘭市金六結路,65
宜蘭縣羅東鎮純精路二段,64
宜蘭縣宜蘭市七張路,63
宜蘭縣宜蘭市新興路,63
宜蘭縣宜蘭市宜中路,63
宜蘭縣五結鄉利成路二段,62
宜蘭縣宜蘭市聖後街,62
宜蘭縣五結鄉親河路一段,60
宜蘭縣羅東鎮中山路4段,59
宜蘭縣五結鄉利成路一段,58
宜蘭縣羅東鎮中山路2段,58
宜蘭縣宜蘭市側車道191甲線,57
宜蘭縣員山鄉金山東路,57
宜蘭縣羅東鎮月眉路,57
宜蘭縣宜蘭市黎明路,56
宜蘭縣蘇澳鎮福德路,56
宜蘭縣羅東鎮中山路3段,56
宜蘭縣宜蘭市女中路3段,56
宜蘭縣宜蘭市神農路1段,56
宜蘭縣宜蘭市舊城北路,55
宜蘭縣宜蘭市黎明三路,55
宜蘭縣羅東鎮公正街,55
宜蘭縣礁溪鄉德陽路,55
宜蘭縣壯圍鄉191甲線,54
宜蘭縣羅東鎮民權路,53
宜蘭縣羅東鎮民生路,53
宜蘭縣宜蘭市崇聖街,53
宜蘭縣宜蘭市復興路2段,53
宜蘭縣羅東鎮幅三路,52
宜蘭縣五結鄉中正路一段,52
宜蘭縣冬山鄉鹿埔路,52
宜蘭縣頭城鎮吉祥路,52
宜蘭縣五結鄉五結路3段,52
宜蘭縣礁溪鄉仁愛路,51
宜蘭縣宜蘭市中華路,51
宜蘭縣宜蘭市農權路,51
宜蘭縣頭城鎮濱海路二段,51
宜蘭縣宜蘭市民權路2段,51
宜蘭縣礁溪鄉武暖路,50
宜蘭縣員山鄉枕山路,50
宜蘭縣羅東鎮天津路,50
宜蘭縣三星鄉上將路二段,49
宜蘭縣大同鄉台7,49
宜蘭縣壯圍鄉美功路一段,48
宜蘭縣礁溪鄉玉龍路二段,48
宜蘭縣宜蘭市環市東路2段,48
宜蘭縣宜蘭市復興路,47
宜蘭縣羅東鎮民生東路,47
宜蘭縣員山鄉金泰路,47
宜蘭縣冬山鄉冬山路3段,47
宜蘭縣宜蘭市神農路2段,47
宜蘭縣礁溪鄉礁溪路5段,46
宜蘭縣羅東鎮站前路,45
宜蘭縣宜蘭市環市東路一段,45
宜蘭縣礁溪鄉柴圍路,45
宜蘭縣羅東鎮培英路,45
宜蘭縣礁溪鄉礁溪路4段,45
宜蘭縣五結鄉中正路2段,45
宜蘭縣羅東鎮忠孝路,44
宜蘭縣礁溪鄉礁溪路二段,44
宜蘭縣冬山鄉?溝路,44
宜蘭縣冬山鄉清溝路,43
宜蘭縣礁溪鄉礁溪路,42
宜蘭縣宜蘭市同慶街,42
宜蘭縣宜蘭市力新路,42
宜蘭縣冬山鄉長春路,42
宜蘭縣宜蘭市*健康路三段,42
宜蘭縣羅東鎮四育路,41
宜蘭縣冬山鄉義成路二段,41
宜蘭縣員山鄉員山村員山路一段,41
宜蘭縣宜蘭市健康路三段,41
宜蘭縣大同鄉台7線,41
宜蘭縣礁溪鄉奇立丹路,40
宜蘭縣五結鄉五濱路二段,40
宜蘭縣蘇澳鎮台9線,40
宜蘭縣宜蘭市女中路一段,40
宜蘭縣宜蘭市黎明二路,40
宜蘭縣羅東鎮站前南路,40
宜蘭縣冬山鄉冬山路2段,40
宜蘭縣冬山鄉美和路一段,39
宜蘭縣壯圍鄉中央路三段,39
宜蘭縣宜蘭市宜興路二段,39
宜蘭縣羅東鎮和平路,39
宜蘭縣宜蘭市大福路一段,39
宜蘭縣冬山鄉永清路,38
宜蘭縣宜蘭市復興路三段,38
宜蘭縣礁溪鄉吳沙村礁溪路一段,38
宜蘭縣壯圍鄉大福路二段,37
宜蘭縣五結鄉五結中路三段,37
宜蘭縣宜蘭市復興路一段,37
宜蘭縣礁溪鄉興農路,37
宜蘭縣羅東鎮河濱路,37
宜蘭縣宜蘭市康樂路,37
宜蘭縣五結鄉親河路2段,37
宜蘭縣羅東鎮中正街,37
宜蘭縣宜蘭市女中路2段,37
宜蘭縣羅東鎮純精路3段,37
宜蘭縣蘇澳鎮江夏路,36
宜蘭縣三星鄉三星路三段,36
宜蘭縣三星鄉大埔中路,36
宜蘭縣三星鄉三星路四段,36
宜蘭縣羅東鎮民族路,36
宜蘭縣員山鄉員山路三段,36
宜蘭縣三星鄉上將路三段,36
宜蘭縣員山鄉金山西路,36
宜蘭縣冬山鄉梅林路,35
宜蘭縣羅東鎮天祥路,35
宜蘭縣冬山鄉冬山路五段,35
宜蘭縣宜蘭市宜興路三段,35
宜蘭縣冬山鄉富英路,35
宜蘭縣宜蘭市公園路,35
宜蘭縣宜蘭市中興路,35
宜蘭縣冬山鄉冬山路1段,35
宜蘭縣員山鄉尚深路,34
宜蘭縣宜蘭市河濱南路,34
宜蘭縣冬山鄉義成路3段,34
宜蘭縣大同鄉台7甲線,34
宜蘭縣蘇澳鎮中山路1段,34
宜蘭縣五結鄉中興路二段,33
宜蘭縣五結鄉中興路三段,33
宜蘭縣宜蘭市農權路二段,33
宜蘭縣員山鄉溫泉路,33
宜蘭縣宜蘭市大坡路二段,33
宜蘭縣員山鄉復興路,33
宜蘭縣羅東鎮中山路1段,33
宜蘭縣宜蘭市大坡路1段,33
宜蘭縣宜蘭市民權路一段,32
宜蘭縣蘇澳鎮志成路,32
宜蘭縣冬山鄉義成路一段,32
宜蘭縣員山鄉員山路二段,32
宜蘭縣宜蘭市西後街,32
宜蘭縣礁溪鄉十六結路,32
宜蘭縣羅東鎮公園路,32
宜蘭縣蘇澳鎮蘇濱路二段,32
宜蘭縣羅東鎮北成路二段,31
宜蘭縣冬山鄉珍珠一路,31
宜蘭縣羅東鎮純精路,31
宜蘭縣羅東鎮林森路,31
宜蘭縣羅東鎮中山西街,31
宜蘭縣礁溪鄉踏踏路,31
宜蘭縣礁溪鄉和平路,31
宜蘭縣員山鄉永同路一段,31
宜蘭縣冬山鄉光明路,31
宜蘭縣礁溪鄉玉龍路一段,31
宜蘭縣宜蘭市文化路,31
宜蘭縣宜蘭市健康路一段,30
宜蘭縣冬山鄉永興路一段,30
宜蘭縣羅東鎮清潭路,30
宜蘭縣宜蘭市民權路三段,30
宜蘭縣礁溪鄉龍潭路,30
宜蘭縣五結鄉中興路一段,30
宜蘭縣三星鄉上將路一段,30
宜蘭縣羅東鎮成功街,29
宜蘭縣五結鄉中正西路,29
宜蘭縣蘇澳鎮移山路,29
宜蘭縣員山鄉永同路三段,29
宜蘭縣宜蘭市慈航路,29
宜蘭縣員山鄉內城路,29
宜蘭縣礁溪鄉淇武蘭路,29
宜蘭縣五結鄉季水路,29
宜蘭縣羅東鎮陽明路,29
宜蘭縣羅東鎮愛國路,29
宜蘭縣羅東鎮博愛路,28
宜蘭縣羅東鎮西安街,28
宜蘭縣頭城鎮復興路,28
宜蘭縣宜蘭市幸福路,28
宜蘭縣三星鄉農義路二段,28
宜蘭縣員山鄉賢德路一段,28
宜蘭縣宜蘭市健康路二段,28
宜蘭縣壯圍鄉壯六路,28
宜蘭縣蘇澳鎮海山西路,28
宜蘭縣羅東鎮體育路,28
宜蘭縣蘇澳鎮蘇花公路,28
宜蘭縣五結鄉中正路3段,28
宜蘭縣羅東鎮復興路2段,28
宜蘭縣宜蘭市東園路,27
宜蘭縣羅東鎮復興路一段,27
宜蘭縣壯圍鄉順和路,27
宜蘭縣冬山鄉鹿安路,27
宜蘭縣宜蘭市城隍街,27
宜蘭縣宜蘭市陽明路,27
宜蘭縣頭城鎮台2線,27
宜蘭縣礁溪鄉礁溪路3段,27
宜蘭縣員山鄉永同路二段,26
宜蘭縣頭城鎮頭濱路二段,26
宜蘭縣冬山鄉復興路,26
宜蘭縣五結鄉福德路,26
宜蘭縣頭城鎮濱海路一段,26
宜蘭縣蘇澳鎮蘇濱路,26
宜蘭縣礁溪鄉開蘭路,26
宜蘭縣頭城鎮纘祥路,26
宜蘭縣蘇澳鎮龍德里福德路,26
宜蘭縣宜蘭市凱旋路,26
宜蘭縣羅東鎮北成路一段,26
宜蘭縣蘇澳鎮馬賽路,26
宜蘭縣宜蘭市環市東路3段,26
宜蘭縣五結鄉利成路2段,26
宜蘭縣蘇澳鎮蘇東北路,25
宜蘭縣礁溪鄉健康路,25
宜蘭縣員山鄉賢德路二段,25
宜蘭縣宜蘭市梅洲二路,25
宜蘭縣壯圍鄉中央路二段,25
宜蘭縣礁溪鄉191甲線,25
宜蘭縣三星鄉大隱村三星路一段,25
宜蘭縣壯圍鄉美功路二段,25
宜蘭縣冬山鄉美和路二段,25
宜蘭縣三星鄉三星路五段,25
宜蘭縣宜蘭市雪峰路,25
宜蘭縣三星鄉大德路二段,25
宜蘭縣蘇澳鎮聖愛路,25
宜蘭縣五結鄉五結中路2段,25
宜蘭縣頭城鎮青雲路2段,25
宜蘭縣五結鄉五濱路一段,24
宜蘭縣頭城鎮國道5號,24
宜蘭縣蘇澳鎮南寧路,24
宜蘭縣冬山鄉永和路,24
宜蘭縣冬山鄉香中路,24
宜蘭縣宜蘭市嵐峰路三段,24
宜蘭縣羅東鎮中山路,24
宜蘭縣羅東鎮純精路2段,24
宜蘭縣壯圍鄉吉祥村壯五路,23
宜蘭縣蘇澳鎮台2,23
宜蘭縣宜蘭市自強路,23
宜蘭縣蘇澳鎮和平路,23
宜蘭縣礁溪鄉大坡路,23
宜蘭縣冬山鄉香南路,23
宜蘭縣員山鄉大湖路,23
宜蘭縣三星鄉大隱村三星路二段,23
宜蘭縣壯圍鄉古亭路,23
宜蘭縣壯圍鄉壯濱路六段,23
宜蘭縣五結鄉親河路1段,23
宜蘭縣冬山鄉冬山路5段,23
宜蘭縣羅東鎮文化街,22
宜蘭縣南澳鄉蘇花公路,22
宜蘭縣冬山鄉照安路,22
宜蘭縣宜蘭市南橋路,22
宜蘭縣蘇澳鎮自強路,22
宜蘭縣壯圍鄉古結路,22
宜蘭縣蘇澳鎮蘇濱路一段,22
宜蘭縣礁溪鄉國道5號,22
宜蘭縣冬山鄉永興路2段,22
宜蘭縣宜蘭市大福路1段,22
宜蘭縣冬山鄉柯林一路,21
宜蘭縣五結鄉五結中路一段,21
宜蘭縣礁溪鄉大塭路,21
宜蘭縣宜蘭市神農路,21
宜蘭縣羅東鎮羅莊街,21
宜蘭縣頭城鎮濱海路五段,21
宜蘭縣頭城鎮台9,21
宜蘭縣員山鄉大鬮路,21
宜蘭縣礁溪鄉四結路,21
宜蘭縣羅東鎮復興路3段,21
宜蘭縣冬山鄉永興路1段,21
宜蘭縣頭城鎮協天路,20
宜蘭縣蘇澳鎮蘇東中路,20
宜蘭縣礁溪鄉塭底路,20
宜蘭縣宜蘭市同興街,20
宜蘭縣五結鄉傳藝路二段,20
宜蘭縣羅東鎮民有街,20
宜蘭縣蘇澳鎮信義路,20
宜蘭縣宜蘭市慈雲路,20
宜蘭縣宜蘭市富農路,20
宜蘭縣蘇澳鎮忠孝路,20
宜蘭縣礁溪鄉匏杓崙路,20
宜蘭縣宜蘭市宜興路3段,20
宜蘭縣五結鄉光榮北路,20
宜蘭縣五結鄉溪濱路三段,20
宜蘭縣宜蘭市擺厘路,20
宜蘭縣蘇澳鎮台2線,20
宜蘭縣壯圍鄉功勞路,19
宜蘭縣員山鄉永金二路,19
宜蘭縣冬山鄉丸山路,19
宜蘭縣礁溪鄉忠孝路,19
宜蘭縣羅東鎮北投街,19
宜蘭縣羅東鎮南昌東街,19
宜蘭縣礁溪鄉玉石路,19
宜蘭縣員山鄉同新路,19
宜蘭縣礁溪鄉光武村武暖路,19
宜蘭縣礁溪鄉二結路,19
宜蘭縣羅東鎮大同路,19
宜蘭縣冬山鄉永安路,19
宜蘭縣頭城鎮濱海路三段,19
宜蘭縣冬山鄉自強路,19
宜蘭縣五結鄉五結北路,19
宜蘭縣礁溪鄉中山路2段,19
宜蘭縣宜蘭市嵐峰路二段,19
宜蘭縣壯圍鄉紅葉路,19
宜蘭縣蘇澳鎮中山路,19
宜蘭縣大同鄉台七線,19
宜蘭縣壯圍鄉大福路2段,19
宜蘭縣蘇澳鎮內埤路,19
宜蘭縣宜蘭市191甲線,19
宜蘭縣礁溪鄉吳沙村礁溪路1段,19
宜蘭縣羅東鎮純精路1段,19
宜蘭縣五結鄉中正路1段,19
宜蘭縣礁溪鄉礁溪路1段,19
宜蘭縣大同鄉台7甲,18
宜蘭縣五結鄉大吉五路,18
宜蘭縣礁溪鄉瑪璘路,18
宜蘭縣冬山鄉富英二路,18
宜蘭縣宜蘭市負郭路,18
宜蘭縣五結鄉協安路,18
宜蘭縣員山鄉深洲二路,18
宜蘭縣羅東鎮竹林街,18
宜蘭縣頭城鎮二城里青雲路一段,18
宜蘭縣羅東鎮仁愛路三段,18
宜蘭縣宜蘭市農權路三段,18
宜蘭縣礁溪鄉礁溪路6段,18
宜蘭縣礁溪鄉中山路1段,18
宜蘭縣頭城鎮台9線,18
宜蘭縣五結鄉五結路2段,18
宜蘭縣宜蘭市健康路3段,18
宜蘭縣五結鄉五濱路2段,18
宜蘭縣五結鄉191縣道路,18
宜蘭縣三星鄉大隱中路,17
宜蘭縣冬山鄉順安路,17
宜蘭縣三星鄉台7丙,17
宜蘭縣礁溪鄉溫泉路,17
宜蘭縣頭城鎮台2,17
宜蘭縣宜蘭市慶和街,17
宜蘭縣壯圍鄉壯濱路二段,17
宜蘭縣五結鄉傳藝路一段,17
宜蘭縣羅東鎮富農路三段,17
宜蘭縣礁溪鄉礁溪路7段,17
宜蘭縣頭城鎮濱海路七段,17
宜蘭縣礁溪鄉瑪僯路,17
宜蘭縣員山鄉榮光路,17
宜蘭縣宜蘭市昇平街,17
宜蘭縣宜蘭市嵐峰路一段,17
宜蘭縣冬山鄉新邦路,17
宜蘭縣宜蘭市農權路2段,17
宜蘭縣宜蘭市健康路1段,17
宜蘭縣宜蘭市建軍路,16
宜蘭縣宜蘭市環市東路,16
宜蘭縣宜蘭市旋流路,16
宜蘭縣壯圍鄉大福路3段,16
宜蘭縣羅東鎮中興路,16
宜蘭縣三星鄉上將路五段,16
宜蘭縣蘇澳鎮蘇西里中山路一段,16
宜蘭縣五結鄉孝威路,16
宜蘭縣宜蘭市軍民路,16
宜蘭縣冬山鄉八仙二路,16
宜蘭縣蘇澳鎮頂寮路,16
宜蘭縣頭城鎮濱海路六段,16
宜蘭縣五結鄉五濱路,16
宜蘭縣宜蘭市陽明二路,16
宜蘭縣三星鄉五分路三段,16
宜蘭縣宜蘭市北津路,16
宜蘭縣五結鄉大興路,16
宜蘭縣冬山鄉八仙路,16
宜蘭縣宜蘭市雪隧路,16
宜蘭縣員山鄉永同路1段,16
宜蘭縣員山鄉員山村員山路1段,16
宜蘭縣五結鄉溪濱路3段,16
宜蘭縣頭城鎮宜三路二段,15
宜蘭縣宜蘭市大福路二段,15
宜蘭縣頭城鎮宜三路一段,15
宜蘭縣頭城鎮青雲路,15
宜蘭縣壯圍鄉永美路二段,15
宜蘭縣礁溪鄉茅埔路,15
宜蘭縣礁溪鄉五峰路,15
宜蘭縣壯圍鄉中央路一段,15
宜蘭縣壯圍鄉國道5號,15
宜蘭縣員山鄉坡城路,15
宜蘭縣礁溪鄉玉光村瑪璘路,15
宜蘭縣員山鄉惠好路,15
宜蘭縣五結鄉台興路,15
宜蘭縣羅東鎮傳藝路三段,15
宜蘭縣員山鄉茄苳路,15
宜蘭縣礁溪鄉中山路,15
宜蘭縣冬山鄉富農路一段,15
宜蘭縣礁溪鄉七結路,15
宜蘭縣羅東鎮復興路,15
宜蘭縣三星鄉五分路二段,15
宜蘭縣冬山鄉育英路,15
宜蘭縣宜蘭市國榮路,15
宜蘭縣礁溪鄉林美村林尾路,15
宜蘭縣頭城鎮青雲路3段,15
宜蘭縣羅東鎮復興路1段,15
宜蘭縣員山鄉員山路3段,15
宜蘭縣三星鄉台7丙線,15
宜蘭縣冬山鄉美和路2段,15
宜蘭縣冬山鄉義成路1段,15
宜蘭縣礁溪鄉育英路,14
宜蘭縣三星鄉大洲村上將路二段,14
宜蘭縣宜蘭市武營街,14
宜蘭縣壯圍鄉縣民大道,14
宜蘭縣壯圍鄉191甲,14
宜蘭縣壯圍鄉新社路,14
宜蘭縣員山鄉溪洲路,14
宜蘭縣礁溪鄉六結路,14
宜蘭縣宜蘭市民權路,14
宜蘭縣三星鄉農義路一段,14
宜蘭縣員山鄉興農路,14
宜蘭縣冬山鄉鹿得路,14
宜蘭縣壯圍鄉191線,14
宜蘭縣五結鄉協福路,14
宜蘭縣五結鄉新店路,14
宜蘭縣頭城鎮頭濱路三段,14
宜蘭縣五結鄉鎮安路,14
宜蘭縣蘇澳鎮中山路2段,14
宜蘭縣蘇澳鎮永榮里大同路,13
宜蘭縣冬山鄉幸福一路,13
宜蘭縣冬山鄉柯林路,13
宜蘭縣冬山鄉大進路,13
宜蘭縣礁溪鄉龍泉路,13
宜蘭縣羅東鎮四維路,13
宜蘭縣三星鄉三星路六段,13
宜蘭縣宜蘭市梅洲一路,13
宜蘭縣羅東鎮光武街,13
宜蘭縣五結鄉仁五路三段,13
宜蘭縣三星鄉宜47線,13
宜蘭縣冬山鄉191甲線,13
宜蘭縣宜蘭市女中路,13
宜蘭縣冬山鄉水井一路,13
宜蘭縣五結鄉三興路,13
宜蘭縣宜蘭市西門路,13
宜蘭縣五結鄉國民中路,13
宜蘭縣南澳鄉台九線,13
宜蘭縣員山鄉八甲路,13
宜蘭縣宜蘭市宜興路,13
宜蘭縣冬山鄉三中路,13
宜蘭縣五結鄉傳藝路,13
宜蘭縣冬山鄉義成路2段,13
宜蘭縣宜蘭市復興路1段,13
宜蘭縣五結鄉五結中路1段,13
宜蘭縣五結鄉成功路,12
宜蘭縣蘇澳鎮跨港路,12
宜蘭縣冬山鄉鹿梅路,12
宜蘭縣蘇澳鎮仁愛路,12
宜蘭縣冬山鄉三星路一段,12
宜蘭縣羅東鎮南盟路,12
宜蘭縣冬山鄉幸福五路,12
宜蘭縣員山鄉石頭厝路,12
宜蘭縣三星鄉中山路,12
宜蘭縣員山鄉賢好路,12
宜蘭縣頭城鎮頭濱路一段,12
宜蘭縣蘇澳鎮永春路,12
宜蘭縣宜蘭市陽明三路,12
宜蘭縣宜蘭市樹人路,12
宜蘭縣員山鄉大湖3路,12
宜蘭縣五結鄉五結路一段,12
宜蘭縣蘇澳鎮區界西路,12
宜蘭縣五結鄉中正路,12
宜蘭縣蘇澳鎮南安路,12
宜蘭縣大同鄉台七甲線,12
宜蘭縣冬山鄉進福路,12
宜蘭縣宜蘭市環河北路,12
宜蘭縣礁溪鄉吳沙村育英路,12
宜蘭縣礁溪鄉玉龍路2段,12
宜蘭縣五結鄉利成路1段,12
宜蘭縣員山鄉員山路2段,12
宜蘭縣五結鄉五結中路3段,12
宜蘭縣羅東鎮北成路2段,12
宜蘭縣宜蘭市嵐峰路2段,12
宜蘭縣員山鄉賢德路2段,12
宜蘭縣蘇澳鎮海山東路,11
宜蘭縣冬山鄉永美路,11
宜蘭縣員山鄉嵐峰路三段,11
宜蘭縣蘇澳鎮隘界路,11
宜蘭縣蘇澳鎮新馬路,11
宜蘭縣羅東鎮安平路,11
宜蘭縣壯圍鄉壯濱路四段,11
宜蘭縣五結鄉三結二路,11
宜蘭縣壯圍鄉忠孝村順和路,11
宜蘭縣五結鄉公園路,11
宜蘭縣冬山鄉協松路,11
宜蘭縣羅東鎮敬業路,11
宜蘭縣三星鄉大隱六路,11
宜蘭縣宜蘭市弘志路,11
宜蘭縣頭城鎮北宜公路一段,11
宜蘭縣員山鄉尚好路,11
宜蘭縣員山鄉金古一路,11
宜蘭縣五結鄉中興路,11
宜蘭縣蘇澳鎮蘇濱路三段,11
宜蘭縣冬山鄉松樹路,11
宜蘭縣五結鄉五結中路,11
宜蘭縣壯圍鄉永美路三段,11
宜蘭縣員山鄉深蓁路,11
宜蘭縣五結鄉公園二路,11
宜蘭縣頭城鎮環鎮東路,11
宜蘭縣壯圍鄉壯濱路一段,11
宜蘭縣礁溪鄉礁溪路2段,11
宜蘭縣冬山鄉八仙三路,11
宜蘭縣礁溪鄉三民村礁溪路三段,11
宜蘭縣冬山鄉水源路,11
宜蘭縣宜蘭市東津路,11
宜蘭縣礁溪鄉三皇路,11
宜蘭縣宜蘭市宜科一路,11
宜蘭縣宜蘭市宜興路2段,11
宜蘭縣宜蘭市嵐峰路1段,11
宜蘭縣員山鄉永同路3段,11
宜蘭縣宜蘭市環市東路1段,11
宜蘭縣宜蘭市191縣道路,11
宜蘭縣五結鄉舊街路,10
宜蘭縣五結鄉向上路,10
宜蘭縣冬山鄉宜東路,10
宜蘭縣羅東鎮光華街,10
宜蘭縣壯圍鄉功勞村美功路一段,10
宜蘭縣冬山鄉進偉路,10
宜蘭縣礁溪鄉龍潭村龍潭路,10
宜蘭縣礁溪鄉191線,10
宜蘭縣員山鄉尚惠路,10
宜蘭縣蘇澳鎮中原路,10
宜蘭縣冬山鄉茄苳路,10
宜蘭縣員山鄉長堤路,10
宜蘭縣壯圍鄉191甲線路,10
宜蘭縣大同鄉宜33,10
宜蘭縣宜蘭市縣政北路,10
宜蘭縣宜蘭市建業路,10
宜蘭縣冬山鄉九份三路,10
宜蘭縣壯圍鄉永美路一段,10
宜蘭縣宜蘭市進士里進士路,10
宜蘭縣三星鄉三星路七段,10
宜蘭縣宜蘭市力行路,10
宜蘭縣冬山鄉慈愛路,10
宜蘭縣五結鄉五結路,10
宜蘭縣壯圍鄉壯濱路五段,10
宜蘭縣壯圍鄉新南路,10
宜蘭縣宜蘭市三清路,10
宜蘭縣宜蘭市河濱北路,10
宜蘭縣三星鄉農義路三段,10
宜蘭縣宜蘭市民權路3段,10
宜蘭縣宜蘭市嵐峰路3段,10
宜蘭縣五結鄉中興路1段,10
宜蘭縣宜蘭市健康路2段,10
宜蘭縣蘇澳鎮台9丁線,10
宜蘭縣羅東鎮*191甲線,10
宜蘭縣壯圍鄉壯濱路三段,9
宜蘭縣五結鄉三結一路,9
宜蘭縣礁溪鄉車路,9
宜蘭縣頭城鎮公園路,9
宜蘭縣礁溪鄉漳福路,9
宜蘭縣冬山鄉富英一路,9
宜蘭縣頭城鎮沙成路,9
宜蘭縣礁溪鄉育才路,9
宜蘭縣蘇澳鎮聖愛里中山路一段,9
宜蘭縣頭城鎮頂埔路一段,9
宜蘭縣宜蘭市碧霞街,9
宜蘭縣蘇澳鎮永樂路,9
宜蘭縣三星鄉宜44線,9
宜蘭縣五結鄉三興東路,9
宜蘭縣蘇澳鎮蘇南路,9
宜蘭縣頭城鎮文雅路,9
宜蘭縣五結鄉國民南路,9
宜蘭縣五結鄉仁五路一段,9
宜蘭縣三星鄉月眉街,9
宜蘭縣宜蘭市南興街,9
宜蘭縣宜蘭市小東路,9
宜蘭縣礁溪鄉玉田村玉龍路一段,9
宜蘭縣五結鄉舊街一路,9
宜蘭縣礁溪鄉玉龍路,9
宜蘭縣頭城鎮二城路,9
宜蘭縣五結鄉成鳳路,9
宜蘭縣冬山鄉廣興村廣興路,9
宜蘭縣羅東鎮191甲線,9
宜蘭縣冬山鄉吉祥路,9
宜蘭縣員山鄉員山村金山東路,9
宜蘭縣三星鄉大洲村大洲路,9
宜蘭縣宜蘭市清華一路,9
宜蘭縣蘇澳鎮隘丁路,9
宜蘭縣員山鄉山前路,9
宜蘭縣三星鄉和平路,9
宜蘭縣宜蘭市南津路,9
宜蘭縣羅東鎮傳藝路3段,9
