road,count
花蓮縣光復鄉台9線,42
花蓮縣花蓮市中山路1段,41
花蓮縣新城鄉康樂村康樂路,40
花蓮縣花蓮市豐村,40
花蓮縣花蓮市明心街,39
花蓮縣新城鄉北埔村復興路,39
花蓮縣花蓮市莊敬路,39
花蓮縣吉安鄉仁里五街,38
花蓮縣吉安鄉勝安村中央路三段,38
花蓮縣吉安鄉吉安路一段,38
花蓮縣吉安鄉永昌街,37
花蓮縣花蓮市民權九街,37
花蓮縣壽豐鄉志學村中山路三段,36
花蓮縣吉安鄉中央路,36
花蓮縣壽豐鄉豐山村中山路,36
花蓮縣花蓮市北濱街,36
花蓮縣花蓮市國興一街,36
花蓮縣吉安鄉中央路3段,36
花蓮縣吉安鄉吉豐路一段,35
花蓮縣花蓮市建國路二段,35
花蓮縣花蓮市國聯三路,35
花蓮縣花蓮市民德一街,35
花蓮縣花蓮市防汛道路,35
花蓮縣花蓮市成功街,35
花蓮縣花蓮市中和街,35
花蓮縣鳳林鎮中正路二段,34
花蓮縣花蓮市德安六街,34
花蓮縣新城鄉光復路,34
花蓮縣吉安鄉慶豐村中山路三段,33
花蓮縣花蓮市明智街,33
花蓮縣光復鄉中興路,33
花蓮縣玉里鎮大同路,33
花蓮縣花蓮市國富二街,33
花蓮縣鳳林鎮台9線,33
花蓮縣吉安鄉明仁一街,32
花蓮縣吉安鄉北昌一街,32
花蓮縣吉安鄉中興路,31
花蓮縣吉安鄉南埔八街,31
花蓮縣花蓮市信義街,31
花蓮縣吉安鄉中山路一段,31
花蓮縣吉安鄉中山路3段,31
花蓮縣花蓮市豐村路,31
花蓮縣壽豐鄉台9,30
花蓮縣玉里鎮中正路,30
花蓮縣花蓮市海濱街,30
花蓮縣花蓮市榮正街,30
花蓮縣壽豐鄉台9線,30
花蓮縣光復鄉林森路,29
花蓮縣吉安鄉中央路一段,29
花蓮縣花蓮市國興里建國路二段,29
花蓮縣花蓮市府後路,28
花蓮縣鳳林鎮中華路,28
花蓮縣秀林鄉和平村,28
花蓮縣花蓮市國聯四路,28
花蓮縣吉安鄉中原路一段,28
花蓮縣壽豐鄉台11線,28
花蓮縣吉安鄉中正路1段,28
花蓮縣吉安鄉仁里一街,27
花蓮縣鳳林鎮中正路一段,27
花蓮縣吉安鄉吉興路二段,27
花蓮縣吉安鄉北昌村和平路一段,27
花蓮縣花蓮市國風街,27
花蓮縣吉安鄉自立路,27
花蓮縣花蓮市瑞美路,26
花蓮縣吉安鄉福興路,26
花蓮縣鳳林鎮信義路,26
花蓮縣花蓮市中美三街,26
花蓮縣吉安鄉知卡宣大道,26
花蓮縣瑞穗鄉台9線,26
花蓮縣花蓮市中央路,25
花蓮縣吉安鄉吉安村中央路二段,25
花蓮縣新城鄉嘉里,25
花蓮縣新城鄉嘉新村嘉南路,25
花蓮縣吉安鄉吉昌一街,25
花蓮縣吉安鄉吉豐路二段,25
花蓮縣花蓮市國盛七街,25
花蓮縣吉安鄉自立路二段,24
花蓮縣壽豐鄉豐坪路三段,24
花蓮縣壽豐鄉平和村中華路二段,24
花蓮縣吉安鄉仁和村海岸路,24
花蓮縣花蓮市民權七街,24
花蓮縣花蓮市光復街,24
花蓮縣花蓮市中美二街,24
花蓮縣吉安鄉永安村吉安路一段,23
花蓮縣吉安鄉太昌村太昌路,23
花蓮縣吉安鄉永安村明仁二街,23
花蓮縣新城鄉北埔路,23
花蓮縣新城鄉嘉新路,23
花蓮縣光復鄉中正路一段,23
花蓮縣新城鄉新城村新興路,23
花蓮縣壽豐鄉台11丙線,23
花蓮縣花蓮市新港街,22
花蓮縣花蓮市國盛一街,22
花蓮縣吉安鄉仁里村中正路一段,22
花蓮縣吉安鄉東海十街,22
花蓮縣秀林鄉,22
花蓮縣花蓮市建中街,22
花蓮縣花蓮市建華路,22
花蓮縣吉安鄉中華路,22
花蓮縣光復鄉中山路一段,22
花蓮縣花蓮市華興街,22
花蓮縣花蓮市民光路,22
花蓮縣吉安鄉中華路2段,22
花蓮縣吉安鄉慶豐四街,21
花蓮縣花蓮市國民八街,21
花蓮縣花蓮市中順街,21
花蓮縣吉安鄉東海六街,21
花蓮縣吉安鄉吉安路三段,21
花蓮縣花蓮市北興路,21
花蓮縣光復鄉糖廠街,20
花蓮縣吉安鄉文化七街,20
花蓮縣花蓮市民權八街,20
花蓮縣吉安鄉勝安村中原路一段,20
花蓮縣光復鄉中華路,20
花蓮縣花蓮市國民九街,20
花蓮縣新城鄉嘉新村嘉南一街,20
花蓮縣秀林鄉富世村,20
花蓮縣新城鄉嘉里路,20
花蓮縣鳳林鎮中和路,20
花蓮縣吉安鄉建國路,20
花蓮縣壽豐鄉中山路,20
花蓮縣吉安鄉慶豐十一街,20
花蓮縣花蓮市富吉路,20
花蓮縣吉安鄉北昌村中央路3段,20
花蓮縣吉安鄉南濱路1段,20
花蓮縣花蓮市中美九街,19
花蓮縣玉里鎮中山路,19
花蓮縣吉安鄉建昌路,19
花蓮縣鳳林鎮自強路,19
花蓮縣壽豐鄉豐山村中興街,19
花蓮縣花蓮市濟慈路,19
花蓮縣吉安鄉中央路2段,19
花蓮縣玉里鎮縣193線,19
花蓮縣吉安鄉和平路1段,19
花蓮縣花蓮市球崙二路,18
花蓮縣吉安鄉仁安村海岸路,18
花蓮縣吉安鄉仁和村中正路二段,18
花蓮縣壽豐鄉-鹽寮所轄區,18
花蓮縣新城鄉北埔村樹林街,18
花蓮縣花蓮市建國路2段,18
花蓮縣玉里鎮光復路,18
花蓮縣新城鄉北埔村民有街,18
花蓮縣吉安鄉慶北三街,18
花蓮縣吉安鄉仁里村中正路1段,18
花蓮縣壽豐鄉志學村大學路二段,17
花蓮縣吉安鄉慶豐村慶豐四街,17
花蓮縣吉安鄉勝安村和平路一段,17
花蓮縣秀林鄉崇德村,17
花蓮縣吉安鄉明義二街,17
花蓮縣花蓮市民族路,17
花蓮縣吉安鄉永興村吉豐路三段,17
花蓮縣新城鄉,17
花蓮縣花蓮市介仁街,17
花蓮縣吉安鄉仁里村仁里五街,17
花蓮縣新城鄉大漢村光復路,17
花蓮縣吉安鄉明仁三街,17
花蓮縣花蓮市民權五街,17
花蓮縣吉安鄉太昌村建國路二段,16
花蓮縣吉安鄉北昌村自立路,16
花蓮縣新城鄉順安村,16
花蓮縣吉安鄉北昌村自立路二段,16
花蓮縣吉安鄉北昌村北昌一街,16
花蓮縣吉安鄉吉安路六段,16
花蓮縣吉安鄉明義三街,16
花蓮縣瑞穗鄉中山路一段,16
花蓮縣吉安鄉吉興一街,16
花蓮縣壽豐鄉壽豐路一段,16
花蓮縣瑞穗鄉國光北路,16
花蓮縣瑞穗鄉中正南路一段,16
花蓮縣吉安鄉東昌村東海十街,16
花蓮縣吉安鄉勝安村中央路3段,16
花蓮縣吉安鄉台9線,16
花蓮縣吉安鄉北昌五街,15
花蓮縣新城鄉復興路,15
花蓮縣吉安鄉慈惠二街,15
花蓮縣花蓮市中山路二段,15
花蓮縣花蓮市花蓮市中山路,15
花蓮縣壽豐鄉志學村中山路二段,15
花蓮縣吉安鄉福興村福興路,15
花蓮縣鳳林鎮光復路,15
花蓮縣壽豐鄉豐裡村中山路,15
花蓮縣吉安鄉宜昌一街,15
花蓮縣吉安鄉建國路2段,15
花蓮縣吉安鄉永安村北安街,15
花蓮縣壽豐鄉台11丙,15
花蓮縣玉里鎮中山路一段,15
花蓮縣吉安鄉南昌路,15
花蓮縣吉安鄉永安村太昌路,15
花蓮縣玉里鎮中城里大同路,15
花蓮縣吉安鄉昌隆二街,15
花蓮縣花蓮市長安街,15
花蓮縣玉里鎮中山路二段,15
花蓮縣吉安鄉自立路一段,15
花蓮縣花蓮市正義街,15
花蓮縣花蓮市中央路3段,15
花蓮縣秀林鄉台八線,15
花蓮縣吉安鄉慈惠四街,14
花蓮縣壽豐鄉壽豐村中山路五段,14
花蓮縣瑞穗鄉中正北路一段,14
花蓮縣花蓮市林政街,14
花蓮縣吉安鄉莊敬路,14
花蓮縣壽豐鄉中山路三段,14
花蓮縣吉安鄉永安村永昌街,14
花蓮縣吉安鄉東里十一街,14
花蓮縣花蓮市國民一街,14
花蓮縣花蓮市東興二街,14
花蓮縣花蓮市精美路,14
花蓮縣新城鄉新城村中山路,14
花蓮縣花蓮市公正街,14
花蓮縣鳳林鎮兆豐路,14
花蓮縣吉安鄉吉豐路3段,14
花蓮縣吉安鄉台9,13
花蓮縣吉安鄉民治路,13
花蓮縣花蓮市國慶里中山路一段,13
花蓮縣吉安鄉慈惠一街,13
花蓮縣光復鄉台11甲,13
花蓮縣壽豐鄉中山路六段,13
花蓮縣吉安鄉吉昌二街,13
花蓮縣鳳林鎮鳳信里中正路一段,13
花蓮縣壽豐鄉中山路二段,13
花蓮縣花蓮市民生路,13
花蓮縣新城鄉大漢村民有街,13
花蓮縣花蓮市國興二街,13
花蓮縣花蓮市中強街,13
花蓮縣新城鄉嘉里村嘉里二路,13
花蓮縣花蓮市美工路,13
花蓮縣新城鄉大漢村七星街,13
花蓮縣吉安鄉吉祥四街,13
花蓮縣吉安鄉仁里村仁里一街,13
花蓮縣吉安鄉吉安路2段,13
花蓮縣吉安鄉吉安路1段,13
花蓮縣吉安鄉慶豐村中山路3段,13
花蓮縣吉安鄉吉安村吉興路一段,12
花蓮縣吉安鄉光華村海岸路,12
花蓮縣吉安鄉吉安村吉安路二段,12
花蓮縣花蓮市民權六街,12
花蓮縣壽豐鄉志學村中山路四段,12
花蓮縣花蓮市東興路,12
花蓮縣吉安鄉吉豐路五段,12
花蓮縣吉安鄉吉安村吉興一街,12
花蓮縣壽豐鄉壽豐村壽豐路一段,12
花蓮縣吉安鄉永安村明仁一街,12
花蓮縣新城鄉新城村仁愛路,12
花蓮縣新城鄉北埔村,12
花蓮縣吉安鄉東里一街,12
花蓮縣秀林鄉台14甲,12
花蓮縣吉安鄉吉安路五段,12
花蓮縣吉安鄉慶南三街,12
花蓮縣花蓮市鎮國街,12
花蓮縣吉安鄉勝安二街,12
花蓮縣壽豐鄉海岸公路,12
花蓮縣富里鄉台30線,12
花蓮縣吉安鄉文化一街,11
花蓮縣花蓮市國聯里中山路,11
花蓮縣吉安鄉吉安村中山路三段,11
花蓮縣壽豐鄉台11,11
花蓮縣壽豐鄉鹽寮村海岸公路,11
花蓮縣壽豐鄉平和村豐坪路三段,11
花蓮縣新城鄉北埔村樹人街,11
花蓮縣玉里鎮興國路一段,11
花蓮縣吉安鄉仁里村南埔八街,11
花蓮縣吉安鄉南昌北路,11
花蓮縣吉安鄉北昌村莊敬路,11
花蓮縣花蓮市民權四街,11
花蓮縣花蓮市忠孝街,11
花蓮縣吉安鄉慶豐村慶豐十一街,11
花蓮縣吉安鄉和平路,11
花蓮縣新城鄉佳林村,11
花蓮縣吉安鄉吉昌三街,11
花蓮縣壽豐鄉中正路,11
花蓮縣花蓮市水源街,11
花蓮縣秀林鄉和平所,11
花蓮縣新城鄉嘉里三街,11
花蓮縣吉安鄉七腳川溪防汛道路,11
花蓮縣花蓮市中央路4段,11
花蓮縣玉里鎮台30線,11
花蓮縣吉安鄉建國路1段,11
花蓮縣花蓮市國興里介仁街,10
花蓮縣萬榮鄉,10
花蓮縣新城鄉新興路,10
花蓮縣玉里鎮中城里仁愛路一段,10
花蓮縣玉里鎮和平路,10
花蓮縣吉安鄉慶北二街,10
花蓮縣玉里鎮博愛路,10
花蓮縣花蓮市華東路,10
花蓮縣吉安鄉勝安村慈惠二街,10
花蓮縣光復鄉中山路二段,10
花蓮縣吉安鄉宜昌村中山路二段,10
花蓮縣吉安鄉中原路,10
花蓮縣花蓮市永興路,10
花蓮縣花蓮市民德四街,10
花蓮縣花蓮市東興三街,10
花蓮縣瑞穗鄉溫泉路一段,10
花蓮縣玉里鎮民權街,10
花蓮縣花蓮市無名路,10
花蓮縣吉安鄉北昌村建昌路,10
花蓮縣吉安鄉仁和村中正路2段,10
花蓮縣吉安鄉北昌村建國路1段,10
花蓮縣新城鄉康樂村,9
花蓮縣花蓮市國興里建和街,9
花蓮縣吉安鄉干城村吉豐路五段,9
花蓮縣花蓮市民生里中正路,9
花蓮縣花蓮市國強里中央路四段,9
花蓮縣新城鄉康樂路,9
花蓮縣瑞穗鄉民權東路,9
花蓮縣玉里鎮仁愛路一段,9
花蓮縣吉安鄉南埔十三街,9
花蓮縣秀林鄉景美村,9
花蓮縣花蓮市主學里中正路,9
花蓮縣吉安鄉干城村吉安路六段,9
花蓮縣吉安鄉吉安村中興路,9
花蓮縣吉安鄉太昌村明義三街,9
花蓮縣花蓮市民意里府前路,9
花蓮縣吉安鄉明義五街,9
花蓮縣吉安鄉稻香村吉興路二段,9
花蓮縣鳳林鎮公正街,9
花蓮縣富里鄉富里村中山路,9
花蓮縣瑞穗鄉中華路,9
花蓮縣壽豐鄉-水璉所轄區,9
花蓮縣吉安鄉吉祥一街,9
花蓮縣吉安鄉東里七街,9
花蓮縣光復鄉敦厚路,9
花蓮縣吉安鄉光華村南濱路一段,9
花蓮縣瑞穗鄉193,9
花蓮縣吉安鄉北昌村建國路,9
花蓮縣花蓮市國民十二街,9
花蓮縣花蓮市富陽路,9
花蓮縣新城鄉嘉南路,9
花蓮縣吉安鄉吉祥七街,9
花蓮縣壽豐鄉中山路五段,9
花蓮縣秀林鄉崇德所,9
花蓮縣吉安鄉東昌村東海六街,9
花蓮縣吉安鄉慶豐七街,9
花蓮縣光復鄉大馬村林森路,9
花蓮縣花蓮市忠義二街,9
花蓮縣吉安鄉吉安村中山路3段,9
花蓮縣吉安鄉吉興路1段,9
花蓮縣吉安鄉南昌村中山路二段,8
花蓮縣瑞穗鄉富源村中正路,8
花蓮縣壽豐鄉豐坪路二段,8
花蓮縣花蓮市花蓮市中正路,8
花蓮縣壽豐鄉中山路四段,8
花蓮縣吉安鄉慶豐村吉安路二段,8
花蓮縣新城鄉嘉新村花師街,8
花蓮縣吉安鄉北昌村和平路,8
花蓮縣花蓮市民意里尚志路,8
花蓮縣新城鄉北埔村民族路,8
花蓮縣吉安鄉中山路,8
花蓮縣瑞穗鄉中正北路二段,8
花蓮縣吉安鄉北昌三街,8
花蓮縣玉里鎮中城里光復路,8
花蓮縣吉安鄉慶豐村慶豐十三街,8
花蓮縣吉安鄉南濱路,8
花蓮縣瑞穗鄉中山路二段,8
花蓮縣光復鄉193,8
花蓮縣吉安鄉勝安一街,8
花蓮縣吉安鄉南海三街,8
花蓮縣花蓮市介壽五街,8
花蓮縣吉安鄉南海四街,8
花蓮縣鳳林鎮長橋里萬森路,8
花蓮縣吉安鄉勝安村勝安二街,8
花蓮縣吉安鄉台9丙,8
花蓮縣壽豐鄉水璉村海岸公路,8
花蓮縣瑞穗鄉中正北路三段,8
花蓮縣光復鄉中正路二段,8
花蓮縣吉安鄉太昌村永昌街,8
花蓮縣壽豐鄉台九線,8
花蓮縣花蓮市華廈街,8
花蓮縣吉安鄉南海二街,8
花蓮縣花蓮市,8
花蓮縣吉安鄉慶豐九街,8
花蓮縣花蓮市吉林路,8
花蓮縣吉安鄉文化十一街,8
花蓮縣玉里鎮中城里信義路,8
花蓮縣吉安鄉慶北一街,8
花蓮縣花蓮市菁華街,8
花蓮縣新城鄉北埔村民權街,8
花蓮縣花蓮市花崗街,8
花蓮縣秀林鄉富世所,8
花蓮縣吉安鄉仁里八街,8
花蓮縣花蓮市和平街,8
花蓮縣吉安鄉永安村明義二街,8
花蓮縣花蓮市國盛四街,8
花蓮縣玉里鎮民國路二段,8
花蓮縣花蓮市國富八街,8
花蓮縣鳳林鎮中正路1段,8
花蓮縣富里鄉台23線,8
花蓮縣吉安鄉宜昌村中華路2段,8
花蓮縣秀林鄉台14甲線,8
花蓮縣吉安鄉中山路2段,8
花蓮縣吉安鄉吉豐路1段,8
花蓮縣壽豐鄉中興街,7
花蓮縣玉里鎮仁愛路二段,7
花蓮縣玉里鎮興國路,7
花蓮縣吉安鄉東昌村南濱路一段,7
花蓮縣壽豐鄉豐山村漁塘路,7
花蓮縣吉安鄉東昌村中正路一段,7
花蓮縣吉安鄉太昌村明義五街,7
花蓮縣吉安鄉中正路,7
花蓮縣吉安鄉稻香村吉豐路二段,7
花蓮縣花蓮市五權街,7
花蓮縣花蓮市國富里富國路,7
花蓮縣鳳林鎮長橋路,7
花蓮縣吉安鄉東昌村東海十五街,7
花蓮縣新城鄉嘉里村新生橋北端路,7
花蓮縣玉里鎮中城里中山路一段,7
花蓮縣吉安鄉南昌村南昌路,7
花蓮縣吉安鄉明義四街,7
花蓮縣吉安鄉吉豐路,7
花蓮縣花蓮市建國街,7
花蓮縣花蓮市國富里中山路,7
花蓮縣吉安鄉仁安村南濱路一段,7
花蓮縣吉安鄉仁里村仁里八街,7
花蓮縣吉安鄉東海十三街,7
花蓮縣玉里鎮仁愛路,7
花蓮縣吉安鄉慶豐村慶南三街,7
花蓮縣玉里鎮民生街,7
花蓮縣新城鄉大漢村大德街,7
花蓮縣壽豐鄉漁塘路,7
花蓮縣壽豐鄉路,7
花蓮縣花蓮市華德街,7
花蓮縣玉里鎮台九線,7
花蓮縣花蓮市中美一街,7
花蓮縣花蓮市富裕十七街,7
花蓮縣壽豐鄉池南路一段,7
花蓮縣新城鄉新城村新興一路,7
花蓮縣吉安鄉明義七街,7
花蓮縣花蓮市國風街21巷,7
花蓮縣花蓮市上海街,7
花蓮縣吉安鄉南埔十街,7
花蓮縣壽豐鄉三農場路,7
花蓮縣吉安鄉吉安路3段,7
花蓮縣吉安鄉吉安村吉興二街,7
花蓮縣新城鄉加灣所,7
花蓮縣吉安鄉東海十街156巷,7
花蓮縣吉安鄉南海五街,7
花蓮縣吉安鄉吉興五街,7
花蓮縣吉安鄉宜昌村吉祥四街,7
花蓮縣花蓮市永安街,7
花蓮縣吉安鄉慶豐十街,7
花蓮縣花蓮市介林五街,7
花蓮縣豐濱鄉磯崎村海岸公路,7
花蓮縣吉安鄉中正路2段,7
花蓮縣秀林鄉富世村富世路,7
花蓮縣吉安鄉仁安村南濱路1段,7
花蓮縣吉安鄉中原路1段,7
花蓮縣玉里鎮臨284線,7
花蓮縣花蓮市達固湖彎大道,6
花蓮縣吉安鄉福興村吉安路三段,6
花蓮縣花蓮市中山,6
花蓮縣花蓮市主農里福建街,6
花蓮縣瑞穗鄉瑞穗村中正北路一段,6
花蓮縣吉安鄉光華村知卡宣大道,6
花蓮縣鳳林鎮長橋里長橋路,6
花蓮縣吉安鄉慶豐十三街,6
花蓮縣花蓮市福光街,6
花蓮縣玉里鎮興國路二段,6
花蓮縣吉安鄉永安村明仁三街,6
花蓮縣吉安鄉吉興路三段,6
花蓮縣鳳林鎮南平里自強路,6
花蓮縣花蓮市民勤里府前路,6
花蓮縣花蓮市國華里林森路,6
花蓮縣吉安鄉吉安村吉昌一街,6
花蓮縣花蓮市國聯里國聯一路,6
花蓮縣吉安鄉舊村四街,6
花蓮縣鳳林鎮水源路,6
花蓮縣新城鄉康樂村廣安一街,6
花蓮縣瑞穗鄉舞鶴村中正南路二段,6
花蓮縣新城鄉新生橋北端,6
花蓮縣吉安鄉明義六街,6
花蓮縣吉安鄉勝安村自立路一段,6
花蓮縣壽豐鄉大學路二段,6
花蓮縣光復鄉大華村中山路二段,6
花蓮縣新城鄉新城村博愛路,6
花蓮縣壽豐鄉中山路一段,6
花蓮縣吉安鄉南華村吉安路五段,6
花蓮縣玉里鎮中城里忠智路,6
花蓮縣壽豐鄉共和村三農場路,6
花蓮縣吉安鄉光華村光華五街,6
花蓮縣花蓮市中正,6
花蓮縣壽豐鄉-豐田所轄區,6
花蓮縣鳳林鎮大進街,6
花蓮縣壽豐鄉壽豐村壽豐路二段,6
花蓮縣壽豐鄉壽豐村中山路六段,6
花蓮縣花蓮市民權三街,6
花蓮縣吉安鄉吉太街,6
花蓮縣吉安鄉勝安村民治路,6
花蓮縣吉安鄉光華三街,6
花蓮縣花蓮市國民路,6
花蓮縣玉里鎮忠孝路,6
花蓮縣新城鄉嘉新村,6
花蓮縣光復鄉建國路二段,6
花蓮縣花蓮市民權二街,6
花蓮縣鳳林鎮復興路,6
花蓮縣吉安鄉宜昌七街,6
花蓮縣秀林鄉秀林村民治路,6
花蓮縣花蓮市國富十三街,6
花蓮縣吉安鄉光華一街,6
花蓮縣吉安鄉南昌村昌隆二街,6
花蓮縣花蓮市國民七街,6
花蓮縣新城鄉嘉里二路,6
花蓮縣新城鄉大漢村大漢街,6
花蓮縣新城鄉新城所,6
花蓮縣玉里鎮中城里成功街,6
花蓮縣玉里鎮啟模里中華路,6
花蓮縣玉里鎮中城里中山路,6
花蓮縣花蓮市建興街,6
花蓮縣鳳林鎮中美路,6
花蓮縣新城鄉樹林街,6
花蓮縣吉安鄉光華二街,6
花蓮縣玉里鎮忠智路,6
花蓮縣新城鄉大德街,6
花蓮縣壽豐鄉中華路二段,6
花蓮縣花蓮市仁本橋南端,6
花蓮縣吉安鄉稻香村香源路,6
花蓮縣玉里鎮中城里仁愛路,6
花蓮縣花蓮市農兵橋,6
花蓮縣吉安鄉勝安村慈惠四街,6
花蓮縣鳳林鎮民生街,6
花蓮縣花蓮市裕祥路,6
花蓮縣花蓮市國聯1路,6
花蓮縣吉安鄉廣賢路一段,6
花蓮縣吉安鄉勝安村中華路,6
花蓮縣壽豐鄉志學村,6
花蓮縣花蓮市建安街,6
花蓮縣秀林鄉和平村和平路,6
花蓮縣吉安鄉北昌村和平路1段,6
花蓮縣花蓮市縣193線,6
花蓮縣吉安鄉永安村吉安路1段,6
花蓮縣秀林鄉崇德村崇德路,6
花蓮縣壽豐鄉志學村中山路2段,6
花蓮縣吉安鄉吉安路5段,6
花蓮縣吉安鄉勝安村中原路1段,6
花蓮縣花蓮市國興里建國路2段,6
花蓮縣花蓮市主權里中華路,5
花蓮縣吉安鄉仁和村南濱路一段,5
花蓮縣花蓮市主工里和平路,5
花蓮縣花蓮市國威里大同街,5
花蓮縣瑞穗鄉特一號道路,5
花蓮縣花蓮市主力里中華路,5
花蓮縣玉里鎮民族街,5
花蓮縣花蓮市國治里明禮路,5
花蓮縣新城鄉大漢村,5
花蓮縣壽豐鄉豐正路,5
花蓮縣吉安鄉勝安村慈惠一街,5
花蓮縣新城鄉台九線,5
花蓮縣花蓮市德安五街,5
花蓮縣花蓮市國聯里國興五街,5
花蓮縣富里鄉富里村永安街,5
花蓮縣豐濱鄉花東海岸公路,5
花蓮縣吉安鄉南昌村南昌北路,5
花蓮縣卓溪鄉台30,5
花蓮縣吉安鄉北昌村北昌五街,5
花蓮縣吉安鄉文化八街,5
花蓮縣吉安鄉光華村光華三街,5
花蓮縣吉安鄉南昌村吉興路一段,5
花蓮縣花蓮市國民二街,5
花蓮縣新城鄉民有街,5
花蓮縣光復鄉光復路,5
花蓮縣鳳林鎮台九線,5
花蓮縣吉安鄉慶豐村慶豐九街,5
花蓮縣花蓮市主權里德安一街,5
花蓮縣花蓮市中美十街,5
花蓮縣豐濱鄉光豐公路,5
花蓮縣壽豐鄉豐裡村豐正路,5
花蓮縣鳳林鎮中山路,5
花蓮縣新城鄉台8,5
花蓮縣富里鄉台九線,5
花蓮縣壽豐鄉豐山村仁愛街,5
花蓮縣吉安鄉文化二街,5
花蓮縣瑞穗鄉富源村廣東路,5
花蓮縣壽豐鄉平和村大學路,5
花蓮縣富里鄉石牌村中興路,5
花蓮縣新城鄉嘉新村嘉北一街,5
花蓮縣花蓮市國興六街,5
花蓮縣花蓮市193線,5
花蓮縣吉安鄉稻香村中央路一段,5
花蓮縣新城鄉嘉里村嘉里二街,5
花蓮縣花蓮市東興一街,5
花蓮縣吉安鄉南海十二街,5
花蓮縣花蓮市美工六街,5
花蓮縣新城鄉樹人街,5
花蓮縣花蓮市復興新村,5
花蓮縣壽豐鄉共和村吉利路,5
花蓮縣吉安鄉南昌村文化十一街,5
花蓮縣富里鄉中山路,5
花蓮縣玉里鎮泰昌里中正路,5
花蓮縣吉安鄉仁里三街,5
花蓮縣吉安鄉吉安村吉興三街,5
花蓮縣玉里鎮中城里和平路,5
花蓮縣玉里鎮民國路一段,5
